regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
Brasil,,,76,,,,2021-07-01,26,210147125.0,18622304,65163,520095,2029,16858632.0,1180443.0,
Brasil,,,76,,,,2021-07-02,26,210147125.0,18687469,65165,521952,1857,16931272.0,1170937.0,
Brasil,,,76,,,,2021-07-03,26,210147125.0,18742025,54556,523587,1635,16989351.0,1176166.0,
Brasil,,,76,,,,2021-07-04,27,210147125.0,18769808,27783,524417,830,17033808.0,1184630.0,
Brasil,,,76,,,,2021-07-05,27,210147125.0,18792511,22703,525112,695,17082876.0,1162515.0,
Brasil,,,76,,,,2021-07-06,27,210147125.0,18855015,62504,526892,1780,17151673.0,1115726.0,
Brasil,,,76,,,,2021-07-07,27,210147125.0,18909037,54022,528540,1648,17262646.0,1065477.0,
Brasil,,,76,,,,2021-07-08,27,210147125.0,18962762,53725,530179,1639,17352670.0,1027827.0,
Brasil,,,76,,,,2021-07-09,27,210147125.0,19020499,57737,531688,1509,17422854.0,1009729.0,
Brasil,,,76,,,,2021-07-10,27,210147125.0,19069003,48504,532893,1205,17479277.0,1009534.0,
Brasil,,,76,,,,2021-07-11,28,210147125.0,19089940,20937,533488,595,17530369.0,1005741.0,
Brasil,,,76,,,,2021-07-12,28,210147125.0,19106971,17031,534233,745,17588312.0,968140.0,
Brasil,,,76,,,,2021-07-13,28,210147125.0,19151993,45022,535838,1605,17666654.0,906084.0,
Brasil,,,76,,,,2021-07-14,28,210147125.0,19209729,57736,537394,1556,17770617.0,845538.0,
Brasil,,,76,,,,2021-07-15,28,210147125.0,19262518,52789,538942,1548,17858633.0,813702.0,
Brasil,,,76,,,,2021-07-16,28,210147125.0,19308109,45591,540398,1456,17917189.0,806387.0,
Brasil,,,76,,,,2021-07-17,28,210147125.0,19342448,34339,541266,868,17951699.0,816012.0,
Brasil,,,76,,,,2021-07-18,29,210147125.0,19376574,34126,542214,948,17983275.0,817907.0,
Brasil,,,76,,,,2021-07-19,29,210147125.0,19391845,15271,542756,542,18023512.0,810848.0,
Brasil,,,76,,,,2021-07-20,29,210147125.0,19419437,27592,544180,1424,18067080.0,782009.0,
Brasil,,,76,,,,2021-07-21,29,210147125.0,19473954,54517,545604,1424,18124621.0,750636.0,
Brasil,,,76,,,,2021-07-22,29,210147125.0,19523711,49757,547016,1412,18206173.0,722177.0,
Brasil,,,76,,,,2021-07-23,29,210147125.0,19632443,108732,548340,1324,18331462.0,752641.0,
Brasil,,,76,,,,2021-07-24,29,210147125.0,19670534,38091,549448,1108,18340760.0,780326.0,
Brasil,,,76,,,,2021-07-25,30,210147125.0,19688663,18129,549924,476,18349436.0,789303.0,
Brasil,,,76,,,,2021-07-26,30,210147125.0,19707662,18999,550502,578,18398567.0,758593.0,
Brasil,,,76,,,,2021-07-27,30,210147125.0,19749073,41411,551835,1333,18466822.0,730416.0,
Brasil,,,76,,,,2021-07-28,30,210147125.0,19797086,48013,553179,1344,18530306.0,713601.0,
Brasil,,,76,,,,2021-07-29,30,210147125.0,19839369,42283,554497,1318,18569991.0,714881.0,
Brasil,,,76,,,,2021-07-30,30,210147125.0,19880273,40904,555460,963,18595380.0,729433.0,
Brasil,,,76,,,,2021-07-31,30,210147125.0,19917855,37582,556370,910,18619542.0,741943.0,
Brasil,,,76,,,,2021-08-01,31,210147125.0,19938358,20503,556834,464,18645993.0,735531.0,
Brasil,,,76,,,,2021-08-02,31,210147125.0,19953501,15143,557223,389,18687203.0,709075.0,
Brasil,,,76,,,,2021-08-03,31,210147125.0,19985817,32316,558432,1209,18746865.0,680520.0,
Brasil,,,76,,,,2021-08-04,31,210147125.0,20026533,40716,559607,1175,18800884.0,666042.0,
Brasil,,,76,,,,2021-08-05,31,210147125.0,20066587,40054,560706,1099,18840232.0,665649.0,
Brasil,,,76,,,,2021-08-06,31,210147125.0,20108746,42159,561762,1056,18868602.0,678382.0,
Brasil,,,76,,,,2021-08-07,31,210147125.0,20151779,43033,562752,990,18894631.0,694396.0,
Brasil,,,76,,,,2021-08-08,32,210147125.0,20165672,13893,563151,399,18907243.0,695278.0,
Brasil,,,76,,,,2021-08-09,32,210147125.0,20177757,12085,563562,411,18939051.0,675144.0,
Brasil,,,76,,,,2021-08-10,32,210147125.0,20212642,34885,564773,1211,19022724.0,625145.0,
Brasil,,,76,,,,2021-08-11,32,210147125.0,20245085,32443,565748,975,19092832.0,586505.0,
Brasil,,,76,,,,2021-08-12,32,210147125.0,20285067,39982,566896,1148,19151021.0,567150.0,
